Name,Price,POS Name,Kitchen Name,Description,Calories,SKU,PLU
Downeast Cider House Original Blend,15.0,Downeast Original Blend,,"""4-pack 16oz Cans 5.1% abv Cider - Traditional / Apfelwein
The original unfiltered. A hard cider that tastes like apple cider. Smooth and refreshing, perfectly balanced. Like the cider your grew up drinking. """,,,
